"","...1","Word","VIHI_ID","group","Auditory.mean","Gustatory.mean","Haptic.mean","Interoceptive.mean","Olfactory.mean","Visual.mean","Foot_leg.mean","Hand_arm.mean","Head.mean","Mouth.mean","Torso.mean","Auditory.SD","Gustatory.SD","Haptic.SD","Interoceptive.SD","Olfactory.SD","Visual.SD","Foot_leg.SD","Hand_arm.SD","Head.SD","Mouth.SD","Torso.SD","Max_strength.perceptual","Minkowski3.perceptual","Exclusivity.perceptual","Dominant.perceptual","Max_strength.action","Minkowski3.action","Exclusivity.action","Dominant.action","Max_strength.sensorimotor","Minkowski3.sensorimotor","Exclusivity.sensorimotor","Dominant.sensorimotor","sampling_type","utt_loc","uttnum","xds","speaker","Modality"
"131",131,"do","TD_448_304","TD",1.217391304,0.956521739,1.347826087,2.47826087,0.826086957,1.695652174,3.736842105,3.947368421,3.578947368,2.947368421,3.368421053,1.756973683,1.795911034,2.058434879,1.780438282,1.749082199,1.769303474,1.75885396,1.649029486,1.67715995,2.040525102,1.891810606,2.47826087,2.954420301,0.193877551,"Interoceptive",3.947368421,6.067324764,0.056886228,"Hand_arm",3.947368421,6.292381131,0.119586183,"Hand_arm","high-volubility","Word6",15902,"C","FA1","Amodal"
"132",132,"time","VI_004_415","VI",0.833333333,0,0.055555556,2.333333333,0,2,0.80952381,1.285714286,2.857142857,1.095238095,0.80952381,1.465284554,0,0.23570226,2.086370335,0,1.814970426,1.806074407,1.978455386,1.930950913,1.841324575,1.806074407,2.333333333,2.771243902,0.446808511,"Interoceptive",2.857142857,3.030205127,0.298611111,"Head",2.857142857,3.661951342,0.23653088,"Head","random","Word23",25078,"A","MA1","Amodal"
"133",133,"time","VI_015_195","VI",0.833333333,0,0.055555556,2.333333333,0,2,0.80952381,1.285714286,2.857142857,1.095238095,0.80952381,1.465284554,0,0.23570226,2.086370335,0,1.814970426,1.806074407,1.978455386,1.930950913,1.841324575,1.806074407,2.333333333,2.771243902,0.446808511,"Interoceptive",2.857142857,3.030205127,0.298611111,"Head",2.857142857,3.661951342,0.23653088,"Head","random","Word2",44976,"C","FA1","Amodal"
"134",134,"way","VI_015_195","VI",1.375,0.5,0.875,1.0625,0.6875,4,0.85,0.65,2.1,0.6,0.35,1.927865832,1.414213562,1.454876856,1.730847577,1.579820665,1.751190072,1.308876577,0.988086934,2.049390153,1.313893371,0.812727701,4,4.099959256,0.411764706,"Visual",2.1,2.183389014,0.384615385,"Head",4,4.296762848,0.279693487,"Visual","high-volubility","Word8",45077,"A","FA1","Multimodal"
"135",135,"little","VI_047_440","VI",1.666666667,0.277777778,1.555555556,0.833333333,0.166666667,4.277777778,0.65,0.8,1.65,0.35,0.5,1.940285,0.669113158,1.822158456,1.294785924,0.514495755,1.074055292,1.460893742,1.50787407,1.899445903,1.136708082,1.39548143,4.277777778,4.435781738,0.46835443,"Visual",1.65,1.759445525,0.329113924,"Head",4.277777778,4.52619739,0.323003055,"Visual","random","Word5",43705,"C","MA3","Multimodal"
"136",136,"two","VI_008_707","VI",1.882352941,0.823529412,2.294117647,0.647058824,0.529411765,3.764705882,1.571428571,1.904761905,1.904761905,0.714285714,0.380952381,1.996320144,1.550616576,2.312052818,1.538716042,1.328422328,1.855040827,2.03890727,1.972429008,1.972429008,1.419255338,1.160869953,3.764705882,4.180838012,0.325443787,"Visual",1.904761905,2.626628958,0.235294118,"Hand_arm",3.764705882,4.501236733,0.206108173,"Visual","random","Word1",35356,"A","MA2","Multimodal"
"137",137,"look","VI_001_676","VI",0,0,0,0.055555556,0,4.222222222,0.35,0.4,4.55,0.55,0.5,0,0,0,0.23570226,0,1.437135859,0.812727701,0.994722918,0.825577947,1.316894273,1.147078669,4.222222222,4.222225428,0.987012987,"Visual",4.55,4.556403253,0.661417323,"Head",4.55,5.538191811,0.428123366,"Head","random","Word1",41381,"C","FA1","Visual"
"138",138,"bunny","VI_005_411","VI",1.6,0.5,3.2,0.3,1.1,4.6,0.526315789,2.105263158,3.315789474,0.210526316,0.263157895,1.846761034,1.235441536,1.7651599,0.923380517,1.552586975,0.940324692,1.123902974,2.078854835,1.796683104,0.917662935,0.733492806,4.6,5.138564503,0.380530973,"Visual",3.315789474,3.581995218,0.483606557,"Head",4.6,5.663337788,0.247698248,"Visual","random","Word3",29922,"C","FA1","Multimodal"
"139",139,"hey","TD_474_966","TD",3.555555556,0.166666667,0.444444444,0.611111111,0.277777778,0.944444444,0.421052632,1.842105263,1.947368421,3.578947368,0.421052632,1.822158456,0.514495755,1.247219129,1.195033295,0.826442095,1.731107168,0.837707817,2.167004022,2.172394588,1.502434671,0.96123702,3.555555556,3.586517078,0.564814815,"Auditory",3.578947368,3.90674596,0.384615385,"Mouth",3.578947368,4.729065333,0.240123457,"Mouth","random","Word1",14529,"A","FC1","Auditory"
"140",140,"none","TD_444_402","TD",1,0.388888889,1.111111111,0.555555556,0.388888889,1.666666667,0.5,0.75,1.25,0.6,0.55,1.782265577,1.195033295,1.843554396,1.338226316,1.195033295,2.086370335,1.538967528,1.650358813,1.915999121,1.535543792,1.538112309,1.666666667,1.93903257,0.25,"Visual",1.25,1.423148308,0.205479452,"Head",1.666666667,2.166776372,0.145846544,"Visual","random","Word1",22244,"C","FA1","Amodal"
"141",141,"dark","VI_013_206","VI",0.263157895,0.078947368,0.105263158,0.710526316,0.131578947,4.684210526,0.545454545,0.848484848,3.636363636,0.484848485,0.454545455,0.949657421,0.486664263,0.388307045,1.250035561,0.474828711,1.042483085,1.148120995,1.563673802,1.949650318,0.905580343,0.938446492,4.684210526,4.689989424,0.77092511,"Visual",3.636363636,3.660927274,0.532994924,"Head",4.684210526,5.339449095,0.38559124,"Visual","high-volubility","Word4",26071,"B","FC1","Visual"
"142",142,"you","TD_465_541","TD",2.5,0.555555556,3,3.722222222,1.388888889,3.555555556,3.263157895,3.526315789,4.421052632,3.842105263,3.526315789,2.007339474,1.247219129,1.814970426,1.447332457,1.883016631,1.68809751,2.207112373,2.091475318,1.304513084,1.863782233,2.245202813,3.722222222,5.217055148,0.21509434,"Interoceptive",4.421052632,6.427795996,0.062322946,"Head",4.421052632,7.414255961,0.116076916,"Head","random","Word5",12816,"C","FA1","Multimodal"
"143",143,"oh","TD_463_254","TD",2.555555556,0.166666667,0,0.944444444,0.166666667,0.555555556,0.052631579,0.526315789,1.578947368,2.894736842,0.263157895,2.254987211,0.707106781,0,1.589384721,0.514495755,1.293523334,0.229415734,1.348596845,1.952656011,2.35454022,0.653376296,2.555555556,2.606744542,0.582278481,"Auditory",2.894736842,3.049441773,0.534653465,"Mouth",2.894736842,3.584869199,0.298282615,"Mouth","random","Word1",731,"C","FA1","Amodal"
"144",144,"on","TD_445_217","TD",2.235294118,0.058823529,0.647058824,0.470588235,0.176470588,3.411764706,1.052631579,2.421052632,2.052631579,1.052631579,1,2.165912388,0.242535625,1.411611511,1.067570083,0.52859414,2.063335392,1.809655713,2.16835292,2.040525102,1.682382048,1.666666667,3.411764706,3.714792879,0.478991597,"Visual",2.421052632,2.969015789,0.1875,"Hand_arm",3.411764706,4.262317439,0.229985135,"Visual","random","Word13",1915,"A","FA2","Amodal"
"145",145,"milk","VI_008_707","VI",0.833333333,4.666666667,1.833333333,1.055555556,1.944444444,4.111111111,0.222222222,1.222222222,1.5,4.055555556,1.5,1.653872461,0.594088526,2.121320344,1.731107168,1.764760348,1.409584373,0.427792632,1.628985811,1.757337558,1.433720878,1.886484437,4.666666667,5.71216241,0.265384615,"Gustatory",4.055555556,4.222603715,0.450980392,"Mouth",4.666666667,6.396153607,0.1937046,"Gustatory","high-volubility-extra","Word8",36657,"A","FA1","Multimodal"
"146",146,"idea","VI_014_242","VI",2.888888889,0.222222222,0.333333333,2.666666667,0.166666667,1.722222222,0.047619048,0.142857143,4.095238095,1.095238095,0,2.246275058,0.942809042,1.028991511,2.142016642,0.707106781,1.903728711,0.21821789,0.478091444,1.374945886,1.374945886,0,2.888888889,3.640125662,0.340277778,"Auditory",4.095238095,4.121245036,0.761061947,"Head",4.095238095,4.908073425,0.306049822,"Head","random","Word5",38772,"C","FA1","Amodal"
"147",147,"the","TD_473_844","TD",1.055555556,0.111111111,0,0.166666667,0.166666667,0.944444444,0.1,0.1,1,0.85,0.1,1.625973816,0.471404521,0,0.707106781,0.707106781,1.589384721,0.447213595,0.447213595,1.685854461,1.755442664,0.447213595,1.055555556,1.266012567,0.431818182,"Auditory",1,1.173765113,0.418604651,"Head",1.055555556,1.539157705,0.22974607,"Auditory","random","Word3",20425,"C","FA1","Amodal"
"148",148,"honk","VI_005_411","VI",4.913043478,0,0.739130435,0.347826087,0,0.695652174,0.291666667,3.291666667,1.916666667,0.458333333,0.416666667,0.288104066,0,1.321754733,0.98205238,0,1.184551415,0.85867272,2.156469874,2.165272684,1.102533315,0.928611243,4.913043478,4.923826086,0.733766234,"Auditory",3.291666667,3.500678959,0.470588235,"Hand_arm",4.913043478,5.454427937,0.375883576,"Auditory","high-volubility","Word1",29778,"C","FA1","Auditory"
"149",149,"no","VI_004_415","VI",4.222222222,0,0.166666667,1.444444444,0,1.944444444,0.35,1.35,3.6,4.05,0.35,1.352799083,0,0.514495755,1.916560099,0,1.830211245,0.74515982,1.386969434,1.602629418,1.431782106,0.74515982,4.222222222,4.407841743,0.542857143,"Auditory",4.05,4.871839723,0.381443299,"Mouth",4.222222222,5.860412077,0.241576605,"Auditory","random","Word1",25189,"A","FA1","Auditory"
"150",150,"love","VI_004_415","VI",2.055555556,0.722222222,3,4.388888889,1.055555556,2.666666667,1.5,2.444444444,3.666666667,3.611111111,3.333333333,2.013840996,1.319784098,1.782265577,1.334558261,1.589384721,2,2.065116433,2.202197358,1.909727421,1.85151413,1.909727421,4.388888889,5.201644285,0.264,"Interoceptive",3.666666667,5.329818608,0.148854962,"Head",4.388888889,6.63538846,0.12890625,"Interoceptive","random","Word2",25146,"C","FA1","Multimodal"
"151",151,"here","TD_445_217","TD",1.388888889,0.222222222,1.5,0.722222222,0.444444444,3.333333333,1.380952381,1.761904762,2.238095238,1.19047619,0.952380952,1.914000703,0.732084498,1.977818168,1.274434387,1.338226316,2.275185836,1.96153487,1.972429008,1.972429008,1.88730092,1.745743122,3.333333333,3.518721475,0.408759124,"Visual",2.238095238,2.796287998,0.170886076,"Head",3.333333333,4.029603501,0.205558469,"Visual","high-volubility","Word3",2051,"A","FA2","Amodal"
"152",152,"it","TD_445_217","TD",2.375,1.75,1.6875,1.625,1.9375,2.9375,0.473684211,1.947368421,2.315789474,1.052631579,0.684210526,2.093641166,2.081665999,1.990602924,2.028957039,2.14378948,1.87860764,1.020262551,1.928548222,2.109571615,1.508261848,1.108183277,2.9375,3.925125973,0.106598985,"Visual",2.315789474,2.776207518,0.284552846,"Head",2.9375,4.342185164,0.131150411,"Visual","high-volubility","Word4",3787,"C","UC2","Amodal"
"153",153,"let","VI_005_263","VI",1.352941176,0.117647059,0.352941176,1,0.235294118,1.764705882,0.833333333,1.277777778,2.166666667,1.777777778,0.666666667,1.868862504,0.332105582,0.606339063,1.457737974,0.752446989,1.92124347,1.200490096,1.447332457,1.977818168,1.733936547,0.907485213,1.764705882,2.082448945,0.341463415,"Visual",2.166666667,2.65670311,0.223140496,"Head",2.166666667,3.028685399,0.177469573,"Head","high-volubility","Word1",27988,"C","MA1","Amodal"
"154",154,"we","VI_047_440","VI",2.388888889,0.333333333,1.666666667,1.666666667,0.5,4.055555556,1.157894737,1.368421053,2,1.842105263,1.157894737,1.786843714,1.188177052,1.970368732,1.940285,1.200490096,1.211329956,1.740471133,1.832136771,2.02758751,2.088677356,1.740471133,4.055555556,4.477385455,0.35078534,"Visual",2,2.710712342,0.111888112,"Head",4.055555556,4.786714836,0.205223279,"Visual","high-volubility","Word1",43810,"A","FA4","Multimodal"
"155",155,"no","TD_467_433","TD",4.222222222,0,0.166666667,1.444444444,0,1.944444444,0.35,1.35,3.6,4.05,0.35,1.352799083,0,0.514495755,1.916560099,0,1.830211245,0.74515982,1.386969434,1.602629418,1.431782106,0.74515982,4.222222222,4.407841743,0.542857143,"Auditory",4.05,4.871839723,0.381443299,"Mouth",4.222222222,5.860412077,0.241576605,"Auditory","random","Word1",17113,"C","FA1","Auditory"
"156",156,"the","TD_465_541","TD",1.055555556,0.111111111,0,0.166666667,0.166666667,0.944444444,0.1,0.1,1,0.85,0.1,1.625973816,0.471404521,0,0.707106781,0.707106781,1.589384721,0.447213595,0.447213595,1.685854461,1.755442664,0.447213595,1.055555556,1.266012567,0.431818182,"Auditory",1,1.173765113,0.418604651,"Head",1.055555556,1.539157705,0.22974607,"Auditory","high-volubility","Word2",12353,"A","FA2","Amodal"
"157",157,"do","TD_464_188","TD",1.217391304,0.956521739,1.347826087,2.47826087,0.826086957,1.695652174,3.736842105,3.947368421,3.578947368,2.947368421,3.368421053,1.756973683,1.795911034,2.058434879,1.780438282,1.749082199,1.769303474,1.75885396,1.649029486,1.67715995,2.040525102,1.891810606,2.47826087,2.954420301,0.193877551,"Interoceptive",3.947368421,6.067324764,0.056886228,"Hand_arm",3.947368421,6.292381131,0.119586183,"Hand_arm","random","Word4",13324,"C","FA1","Amodal"
"158",158,"yeah","TD_444_402","TD",3.266666667,0.266666667,0.6,1.333333333,0.333333333,1.6,0.470588235,1.705882353,2.117647059,3.058823529,0.176470588,1.830950833,0.798808637,1.242118007,1.67616342,0.816496581,1.992844342,1.124591429,1.686887144,2.027386031,1.951620744,0.52859414,3.266666667,3.464882382,0.405405405,"Auditory",3.058823529,3.508547932,0.3828125,"Mouth",3.266666667,4.393158059,0.206987129,"Auditory","high-volubility","Word1",22415,"A","FA1","Amodal"
"159",159,"so","TD_444_402","TD",1.647058824,0.176470588,0.176470588,0.588235294,0.176470588,0.941176471,0.055555556,0.277777778,1.166666667,0.944444444,0.055555556,1.800735144,0.727606875,0.727606875,1.416810835,0.727606875,1.819017188,0.23570226,0.751903902,1.823054967,1.589384721,0.23570226,1.647058824,1.767511876,0.396825397,"Auditory",1.166666667,1.3484959,0.444444444,"Head",1.647058824,1.997834424,0.256450764,"Auditory","random","Word17",22308,"A","FA1","Amodal"
"160",160,"hope","VI_013_206","VI",2.4,0.333333333,0.333333333,3.333333333,0.333333333,2.133333333,0.45,0.95,3.35,1.85,0.75,2.131397932,1.290994449,1.290994449,1.799470822,1.290994449,2.065591118,1.190974833,1.848897253,1.954078057,2.207046133,1.482352327,3.333333333,3.929627203,0.338345865,"Interoceptive",3.35,3.564711154,0.394557823,"Head",3.35,4.732304392,0.18602261,"Head","high-volubility","Word11",27087,"B","FAE","Amodal"
"161",161,"was","TD_444_402","TD",0.611111111,0.055555556,0.111111111,1.166666667,0.055555556,0.833333333,0.263157895,0.315789474,1.842105263,0.789473684,0.105263158,1.195033295,0.23570226,0.323380833,1.886484437,0.23570226,1.294785924,0.733492806,0.749268649,2.217685427,1.474936811,0.315301768,1.166666667,1.338234278,0.392156863,"Interoceptive",1.842105263,1.893964923,0.523809524,"Head",1.842105263,2.094654009,0.290537328,"Head",NA,"Word8",22375,"A","FA1","Amodal"
"162",162,"and","TD_465_541","TD",1.842105263,0.157894737,0.421052632,0.473684211,0.210526316,1.315789474,0.315789474,0.631578947,0.947368421,1.368421053,0.368421053,2.115108558,0.688247202,1.304513084,0.964274111,0.713282504,1.857496271,1.157230006,1.570934835,1.71508614,1.94965884,1.211542924,1.842105263,2.058531763,0.380952381,"Auditory",1.368421053,1.553087555,0.289855072,"Mouth",1.842105263,2.318893547,0.209150327,"Auditory","random","Word4",12822,"C","FA1","Amodal"
"163",163,"only","TD_443_341","TD",1.055555556,0.222222222,0.166666667,0.611111111,0.166666667,1.777777778,0.421052632,0.736842105,0.947368421,0.947368421,0.421052632,1.433720878,0.548318881,0.514495755,1.243282604,0.514495755,1.832887646,1.169795304,1.593113836,1.508261848,1.614988277,1.169795304,1.777777778,1.916859184,0.402777778,"Visual",0.947368421,1.31034947,0.151515152,"Head",1.777777778,2.102423546,0.215571205,"Visual","random","Word14",4675,"A","FC1","Amodal"
"164",164,"blah","TD_473_844","TD",1.647058824,1,0.529411765,2.764705882,0.764705882,1.235294118,1,1.3,2.5,3.15,1.3,1.800735144,1.658312395,1.374665735,2.222875721,1.347655917,1.601928984,1.685854461,1.866604009,1.960128889,1.899445903,1.922169827,2.764705882,3.075174937,0.281481481,"Interoceptive",3.15,3.739076359,0.232432432,"Mouth",3.15,4.333076174,0.152437981,"Mouth","random","Word3",21082,"C","MA3","Amodal"
"165",165,"or","VI_014_242","VI",0.5625,0.0625,0.0625,0.0625,0.0625,0.625,0.058823529,0.352941176,2.058823529,1,0.176470588,1.263262971,0.25,0.25,0.25,0.25,1.360147051,0.242535625,1.05718828,2.075770587,1.695582496,0.52859414,0.625,0.750722683,0.391304348,"Visual",2.058823529,2.138263891,0.548387097,"Head",2.058823529,2.168675032,0.393347795,"Head","high-volubility","Word1",38912,"A","UC1","Amodal"
"166",166,"said","VI_008_707","VI",4.555555556,0,0.055555556,0.111111111,0,0.777777778,0.1,0.5,2.2,4.9,0.3,1.247219129,0,0.23570226,0.323380833,0,1.003262651,0.447213595,1.147078669,2.015727634,0.307793506,0.571240571,4.555555556,4.563124988,0.828282828,"Auditory",4.9,5.045583172,0.6,"Mouth",4.9,6.068328987,0.362962963,"Mouth","high-volubility","Word3",36724,"A","FA1","Auditory"
"167",167,"no","VI_013_206","VI",4.222222222,0,0.166666667,1.444444444,0,1.944444444,0.35,1.35,3.6,4.05,0.35,1.352799083,0,0.514495755,1.916560099,0,1.830211245,0.74515982,1.386969434,1.602629418,1.431782106,0.74515982,4.222222222,4.407841743,0.542857143,"Auditory",4.05,4.871839723,0.381443299,"Mouth",4.222222222,5.860412077,0.241576605,"Auditory","high-volubility","Word2",25996,"A","FC1","Auditory"
"168",168,"they","TD_449_716","TD",2.5625,0.3125,0.5,1.0625,0.5,3.0625,1,2.263157895,3.105263158,2.263157895,1,1.931105038,1.25,1.414213562,1.913765921,1.414213562,1.982212568,1.699673171,1.995609215,1.911797782,2.281376418,1.795054936,3.0625,3.609575764,0.34375,"Visual",3.105263158,3.805860244,0.218579235,"Head",3.105263158,4.674702689,0.158395522,"Head","high-volubility","Word1",21747,"C","UC1","Amodal"
"169",169,"have","TD_443_341","TD",1.45,0.85,1.8,1.1,0.5,2.45,0.736842105,2.210526316,1.894736842,1.263157895,0.684210526,1.571958216,1.598519051,2.015727634,1.744163199,0.945905303,1.848897253,1.446916463,2.123386901,1.882514183,1.726978906,1.529438226,2.45,2.949406181,0.239263804,"Visual",2.210526316,2.72969301,0.224806202,"Hand_arm",2.45,3.582955147,0.130526687,"Visual","high-volubility","Word4",6236,"C","FC2","Amodal"
"170",170,"sun","VI_013_206","VI",0.35,0.05,2.2,1.7,0.15,4.7,2.411764706,2.470588235,3.529411765,1.235294118,2.411764706,1.182103388,0.223606798,1.935812083,1.719853115,0.489360485,0.801314709,1.872792819,1.841115391,1.662740474,1.521898969,1.872792819,4.7,4.924607233,0.508196721,"Visual",3.529411765,4.464520447,0.190243902,"Head",4.7,5.928948427,0.219248371,"Visual","high-volubility","Word4",27413,"C","MAE","Visual"
"171",171,"birthday","TD_444_402","TD",2.277777778,0.777777778,0.222222222,1.333333333,0.666666667,2.833333333,1.333333333,1.80952381,3.476190476,2.523809524,1.619047619,1.708303443,1.437135859,0.548318881,1.714985851,1.45521375,2.093407018,1.932183566,2.08851736,2.040074695,2.064438123,2.108937896,2.833333333,3.353438166,0.321917808,"Visual",3.476190476,4.133438602,0.199115044,"Head",3.476190476,4.76708305,0.172413793,"Head","high-volubility","Word10",22402,"A","FA1","Amodal"
"172",172,"like","VI_012_562","VI",1.666666667,1.285714286,1.476190476,3.142857143,1.476190476,1.857142857,1.105263158,1.684210526,3.789473684,2.894736842,1.473684211,1.906130461,1.901127485,1.88730092,1.956673562,1.9136104,2.007130147,1.997073883,2.001461454,1.750522061,2.078854835,2.143942916,3.142857143,3.699625483,0.170305677,"Interoceptive",3.789473684,4.447989658,0.245192308,"Head",3.789473684,5.175617727,0.122835188,"Head","high-volubility","Word2",23384,"A","FA2","Amodal"
"173",173,"like","VI_047_440","VI",1.666666667,1.285714286,1.476190476,3.142857143,1.476190476,1.857142857,1.105263158,1.684210526,3.789473684,2.894736842,1.473684211,1.906130461,1.901127485,1.88730092,1.956673562,1.9136104,2.007130147,1.997073883,2.001461454,1.750522061,2.078854835,2.143942916,3.142857143,3.699625483,0.170305677,"Interoceptive",3.789473684,4.447989658,0.245192308,"Head",3.789473684,5.175617727,0.122835188,"Head","high-volubility","Word2",43673,"C","FA3","Amodal"
"174",174,"how","TD_463_254","TD",1.8,0.666666667,1.333333333,1.133333333,0.733333333,1.666666667,0.941176471,1.058823529,2.529411765,2.117647059,1,1.934646516,1.496026483,1.718249386,1.641718032,1.579632266,1.951800146,1.784327192,1.819017188,2.153997651,2.204607475,1.903943276,1.8,2.465026098,0.154545455,"Auditory",2.529411765,3.061692401,0.207692308,"Head",2.529411765,3.521730209,0.12434555,"Head","high-volubility","Word2",655,"A","FA2","Amodal"
"175",175,"it","TD_473_844","TD",2.375,1.75,1.6875,1.625,1.9375,2.9375,0.473684211,1.947368421,2.315789474,1.052631579,0.684210526,2.093641166,2.081665999,1.990602924,2.028957039,2.14378948,1.87860764,1.020262551,1.928548222,2.109571615,1.508261848,1.108183277,2.9375,3.925125973,0.106598985,"Visual",2.315789474,2.776207518,0.284552846,"Head",2.9375,4.342185164,0.131150411,"Visual","high-volubility","Word2",20253,"C","FA2","Amodal"
"176",176,"then","VI_001_676","VI",0.611111111,0.222222222,0.277777778,1.055555556,0.277777778,0.666666667,0.772727273,0.590909091,1.727272727,1.045454545,0.590909091,1.092158623,0.732084498,0.826442095,1.433720878,0.826442095,1.188177052,1.269863817,0.908116361,1.750695595,1.326552019,1.05375026,1.055555556,1.206093579,0.267857143,"Interoceptive",1.727272727,1.928291774,0.240384615,"Head",1.727272727,2.074246546,0.192010309,"Head","high-volubility","Word2",42407,"A","UC1","Amodal"
"177",177,"when","TD_443_341","TD",0.647058824,0,0,0.882352941,0,0.823529412,0.368421053,0.263157895,1.947368421,0.736842105,0.526315789,0.996316746,0,0,1.536324874,0,1.236693885,1.011628298,0.733492806,1.840099158,1.240165995,1.073334423,0.882352941,1.148867215,0.375,"Interoceptive",1.947368421,1.99991495,0.438356164,"Head",1.947368421,2.119052958,0.314342829,"Head","high-volubility","Word1",6270,"A","MC2","Amodal"
"178",178,"make","VI_015_195","VI",2.111111111,1.333333333,3.055555556,1.555555556,1.277777778,3.388888889,0.722222222,3,1.722222222,0.666666667,0.722222222,1.875190622,1.909727421,2.099642049,1.854159782,1.808657466,1.819466272,1.017815166,2.222875721,1.601673961,1.188177052,0.894792487,3.388888889,4.398162662,0.165938865,"Visual",3,3.212642752,0.341463415,"Hand_arm",3.388888889,4.90812554,0.139204545,"Visual","high-volubility","Word6",45334,"A","FA3","Amodal"
"179",179,"when","TD_444_402","TD",0.647058824,0,0,0.882352941,0,0.823529412,0.368421053,0.263157895,1.947368421,0.736842105,0.526315789,0.996316746,0,0,1.536324874,0,1.236693885,1.011628298,0.733492806,1.840099158,1.240165995,1.073334423,0.882352941,1.148867215,0.375,"Interoceptive",1.947368421,1.99991495,0.438356164,"Head",1.947368421,2.119052958,0.314342829,"Head","high-volubility","Word10",22492,"A","FA1","Amodal"
"180",180,"coordination","TD_464_188","TD",1.777777778,0.111111111,0.888888889,2.555555556,0,3.388888889,3.105263158,3.315789474,3.368421053,1.842105263,2.263157895,2.211083194,0.323380833,1.529663127,2.148110585,0,1.85151413,1.997073883,1.827342684,1.605910137,1.772103518,1.995609215,3.388888889,3.956449864,0.388535032,"Visual",3.368421053,4.965899071,0.109848485,"Head",3.388888889,5.691771281,0.149838397,"Visual","high-volubility","Word7",13212,"A","FA2","Amodal"
"181",181,"to","VI_005_411","VI",1.1875,0,0.1875,0.5,0.25,1.1875,1.421052632,1.421052632,1.842105263,1.736842105,0.684210526,1.905037182,0,0.75,0.894427191,1,1.939716474,2.036221705,2.008752777,2.242596657,2.18179603,1.66842013,1.1875,1.517764762,0.358490566,"Auditory",1.842105263,2.598714078,0.162962963,"Head",1.842105263,2.760949066,0.176823492,"Head","high-volubility","Word9",29814,"C","FA1","Amodal"
"182",182,"good","VI_015_195","VI",2.529411765,1.882352941,1.941176471,2.764705882,2.058823529,3,1.3,1.5,3.25,1.9,1.15,2.034626718,1.96476312,2.164214298,1.751050105,2.075770587,1.767766953,1.949358869,2.090076805,1.970172314,1.997366687,1.87153188,3,4.4314968,0.078838174,"Visual",3.25,3.64129407,0.230769231,"Head",3.25,5.133806684,0.090219864,"Head","high-volubility","Word5",45082,"A","FA1","Amodal"
"183",183,"yes","VI_013_206","VI",4.222222222,0.166666667,0.277777778,1.944444444,0.111111111,2.111111111,0.523809524,1.19047619,2.285714286,2.238095238,0.523809524,1.060274967,0.514495755,0.826442095,1.954548909,0.323380833,1.996729352,1.167006753,1.600595127,2.124684851,2.233937374,1.123345344,4.222222222,4.515307991,0.465408805,"Auditory",2.285714286,2.928964293,0.26056338,"Head",4.222222222,4.89355281,0.263613232,"Auditory","high-volubility","Word1",26248,"C","MA1","Multimodal"
"184",184,"hair","TD_464_188","TD",0.5,0.222222222,3.777777778,0.277777778,1.944444444,4.388888889,0.904761905,2.19047619,4.047619048,0.523809524,1.047619048,1.200490096,0.427792632,1.262842525,0.57451315,1.954548909,0.916443823,1.220850601,1.66189794,1.564486832,0.872871561,1.244033379,4.388888889,5.265208625,0.375,"Visual",4.047619048,4.288258337,0.404371585,"Head",4.388888889,6.080595884,0.210168135,"Visual","random","Word8",13321,"C","FA1","Multimodal"
